,sent_id,word_id,word,value
4708,761,106,komen,0.2937078678220643
4709,761,130,besmet,0.32791085468652054
4710,761,145,twee,0.6654648990762567
4711,762,2,via,0.44354084504357133
4712,762,14,mensen,0.23921443071328727
4713,762,51,even,0.44354084504357133
4714,762,91,buiten,0.37168571775689063
4715,762,129,open,0.43367800429025366
4716,762,134,staat,0.47232680371217045
4717,763,10,afstand,0.07889185922097737
4718,763,13,houden,0.1451834677340139
4719,763,85,voldoende,0.882132795103043
4720,763,144,lijkt,0.4410663975515215
4721,764,1,lockdown,0.4249484986669291
4722,764,10,afstand,0.0744585558868858
4723,764,13,houden,0.2740498564204336
4724,764,20,we,0.196972143430952
4725,764,24,nieuwe,0.36001632706821124
4726,764,27,nl,0.409679135620074
4727,764,65,waarom,0.3420243932399573
4728,764,78,kans,0.30855364027406096
4729,764,90,binnen,0.32672872623885785
4730,764,112,iedereen,0.289113996338504
4731,765,10,afstand,0.09626083868813358
4732,765,13,houden,0.17714733187593165
4733,765,38,beter,0.4816462624607501
4734,765,40,jaar,0.44217289138798677
4735,765,41,mondkapjes,0.40201325927696013
4736,765,60,‘,0.40846537818359807
4737,765,120,ga,0.45099230582607447
4738,766,9,zie,0.4328230946448421
4739,766,10,afstand,0.08104845438241405
4740,766,13,houden,0.14915221643796783
4741,766,14,mensen,0.21615849329698758
4742,766,37,wel,0.23027148190840835
4743,766,42,vakantie,0.4007915429450118
4744,766,56,maken,0.3687599912451815
4745,766,101,horeca,0.42680305669591745
4746,766,141,af,0.4531234293951695
4747,767,10,afstand,0.08188945894976456
4748,767,13,houden,0.1506999041293694
4749,767,20,we,0.4332596049335146
4750,767,23,handen,0.34470514674671077
4751,767,55,grote,0.4097382941558481
4752,767,81,wassen,0.39169991544210175
4753,767,88,komt,0.39594566246334906
4754,767,103,prima,0.4312318064207032
4755,768,10,afstand,0.06406984122613099
4756,768,14,mensen,0.17087605742451656
4757,768,42,vakantie,0.31683084787900334
4758,768,60,‘,0.543737459246151
4759,768,67,t,0.6411537647827241
4760,768,110,houd,0.25222796323342145
4761,768,128,nederland,0.30978560676245576
4762,769,6,meter,0.08889844219896079
4763,769,10,afstand,0.06842122992551822
4764,769,14,mensen,0.1824813327154069
4765,769,15,mogen,0.3653899226262704
4766,769,17,steeds,0.32056076668454564
4767,769,18,thuis,0.2712573438698228
4768,769,21,weer,0.4480240603621557
4769,769,68,virus,0.28801203970018424
4770,769,91,buiten,0.283535173548343
4771,769,110,houd,0.26935836168422533
4772,769,140,blijf,0.3238592251605994
4773,769,148,vandaag,0.32056076668454564
4774,770,6,meter,0.12709135205631322
4775,770,40,jaar,0.44931942884675435
4776,770,105,daarom,0.5223702254578678
4777,770,148,vandaag,0.45828138543718516
4778,770,149,net,0.5468705133852027
4779,771,10,afstand,0.12927175780268396
4780,771,29,m,0.39122437042273916
4781,771,134,staat,0.6807481005660169
4782,771,148,vandaag,0.6056519860428891
4783,772,6,meter,0.15841086992896872
4784,772,10,afstand,0.12192189520997061
4785,772,13,houden,0.22437097710811557
4786,772,20,we,0.32253132960508535
4787,772,91,buiten,0.5052400513018122
4788,772,112,iedereen,0.47340867608106924
4789,772,148,vandaag,0.5712170951426374
4790,773,6,meter,0.10316530695505978
4791,773,10,afstand,0.07940180967075848
4792,773,14,mensen,0.635300537472413
4793,773,37,wel,0.22559310376018982
4794,773,68,virus,0.33423364625358654
4795,773,83,dragen,0.4125366409692136
4796,773,91,buiten,0.3290383103250024
4797,773,148,vandaag,0.3720059550508866
4798,774,0,anderhalve,0.3615156595910391
4799,774,6,meter,0.147901045918814
4800,774,18,thuis,0.45129300220713164
4801,774,43,blijft,0.5994469504625546
4802,774,148,vandaag,0.533319499199677
4803,775,0,anderhalve,0.5468741552857187
4804,775,6,meter,0.22373376479520707
4805,775,148,vandaag,0.8067662987328453
4806,776,5,gewoon,0.4459874288410661
4807,776,10,afstand,0.11641426796406461
4808,776,13,houden,0.21423537591373593
4809,776,46,ruimte,0.6130402583082607
4810,776,74,nemen,0.6048369837655161
4811,777,6,meter,0.1306124136706755
4812,777,41,mondkapjes,0.4198284999283689
4813,777,59,vaccin,0.4042950062736903
4814,777,63,alle,0.46629616580662187
4815,777,73,maatregelen,0.4411170982301136
4816,777,106,komen,0.4808467191821738
4817,778,2,via,0.547025098115375
4818,778,115,dag,0.608643065794219
4819,778,118,per,0.5747322511330631
4820,779,50,mee,0.3311165719315151
4821,779,57,natuurlijk,0.33491474825789797
4822,779,62,mondkapje,0.3239559319889473
4823,779,108,anders,0.29981038763947404
4824,779,127,heel,0.6698294965157959
4825,779,145,twee,0.36699953457968665
4826,780,1,lockdown,0.22475181141310777
4827,780,6,meter,0.10233278178237172
